list_name,name,label::english
subdistrict,YE200759,Bani Marjaf
subdistrict,YE200760,Al Magharib
subdistrict,YE200761,Bani Salamah Al Gharbiyah
subdistrict,YE200762,Ad Dashir
subdistrict,YE200763,Al Majabah
subdistrict,YE200764,Al Aris
subdistrict,YE200765,Shukr
subdistrict,YE200766,Qardan As Sun'
subdistrict,YE200767,Rub' Al Magharim
subdistrict,YE200768,Sujayr Al Mahawir
subdistrict,YE200769,Bani Mas'ud
subdistrict,YE200770,Bani Musa
subdistrict,YE200771,Wadi Al Khashab
subdistrict,YE200821,Dhamar
subdistrict,YE200822,Manqadhah
subdistrict,YE200921,Asbil
subdistrict,YE200922,Al Athla'a
subdistrict,YE200923,Al Jarshah
subdistrict,YE200924,Ans As Salamah
subdistrict,YE200925,Sa'lat Zabid
subdistrict,YE201021,Jabal Ad Dar
subdistrict,YE201022,Wadi Al Har
subdistrict,YE201023,Sa'lat Ma'saj
subdistrict,YE201024,Ya'r
subdistrict,YE201025,Sa'lat Zabid
subdistrict,YE201026,Jabal Zabid
subdistrict,YE201027,Wadi Zabid
subdistrict,YE201121,Khums Al Haql
subdistrict,YE201122,Khums Al Wasat
subdistrict,YE201123,Al Qit'ah
subdistrict,YE201124,Al Aridah
subdistrict,YE201125,Bakil
subdistrict,YE201126,Khums Hazim
subdistrict,YE201127,Bayt Al Hajri
subdistrict,YE201128,Khums Bani As Suhaqi
subdistrict,YE201129,Bani Suwayd
subdistrict,YE201130,Himyar
subdistrict,YE201131,Bani Ash Shi'i
subdistrict,YE201132,Al Marwan
subdistrict,YE201133,Bayt Al Omaysi
subdistrict,YE201134,Thumanah
subdistrict,YE201135,As Salaf
subdistrict,YE201136,Bani Hatim
subdistrict,YE201137,Ihlal
subdistrict,YE201138,Al Habs
subdistrict,YE201139,Dhulaym
subdistrict,YE201140,Yatar
subdistrict,YE201141,Al Ka'b
subdistrict,YE201142,Jabal As suq
subdistrict,YE201143,Sharih
subdistrict,YE201144,Hadad
subdistrict,YE201145,Khums Bani Fadl
subdistrict,YE201146,Arjaz
subdistrict,YE201147,Bani Al Ashram
subdistrict,YE201148,Bani Isa
subdistrict,YE201149,Bayt Al Ansi
subdistrict,YE201150,Al Jabal
subdistrict,YE201151,As Sayh
subdistrict,YE201221,Al Kayna'ah
subdistrict,YE201222,As Sayd
subdistrict,YE201223,Al Jahili
subdistrict,YE201224,Kuhal
subdistrict,YE201225,Ghurban
subdistrict,YE201226,Dhi Hud
subdistrict,YE201227,Jabal Ishaq
subdistrict,YE201228,Dhahib
subdistrict,YE201229,Anaban
subdistrict,YE201230,Bani As Saghir
subdistrict,YE201231,Al Majan
subdistrict,YE201232,Al Ja'afirah
subdistrict,YE201233,Ar Ra'iyah
subdistrict,YE201234,Mawir
subdistrict,YE201235,Bani Salamah
subdistrict,YE201236,Al Ma'inah
subdistrict,YE210121,Dahr
subdistrict,YE210221,At Talh
subdistrict,YE210321,Jardan
subdistrict,YE210421,Arma'a
subdistrict,YE210521,Osaylan
subdistrict,YE210621,Ayn
subdistrict,YE210721,Bayhan
subdistrict,YE210821,Al Jafrah
subdistrict,YE210822,Al Haydah
subdistrict,YE210823,Al Khis
subdistrict,YE210824,As Salmin
subdistrict,YE210825,Al Aqir
subdistrict,YE210826,Al Quwah
subdistrict,YE210827,Halhal
subdistrict,YE210828,Nuqaq
subdistrict,YE210921,Markhah As Sufla
subdistrict,YE211021,Nisab
subdistrict,YE211121,Hatib
subdistrict,YE211221,As Sa'id
subdistrict,YE211321,Ataq
subdistrict,YE211421,Habban
subdistrict,YE211521,Ar Rawdah
subdistrict,YE211621,Mayfa'ah
subdistrict,YE211721,Radum
subdistrict,YE220121,Baqim
subdistrict,YE220122,Suhar Ash Sham
subdistrict,YE220123,Sharawah
subdistrict,YE220124,Yasnam
subdistrict,YE220125,Qahr Bani Al Harith
subdistrict,YE220126,Al Qutaynat
subdistrict,YE220127,Bani Ma'ali
subdistrict,YE220221,Qatabir
subdistrict,YE220222,Khashir
subdistrict,YE220223,Hanbah
subdistrict,YE220224,Aal Thabit
subdistrict,YE220225,Aal Abdal
subdistrict,YE220321,Aal Yazid
subdistrict,YE220322,Aal Muqana' wa Tariq wa Yahya
subdistrict,YE220323,Al Butayn
subdistrict,YE220324,Bani Ayash
subdistrict,YE220325,Aal Kathir
subdistrict,YE220326,Wald Abduh
subdistrict,YE220327,Aal Maswad
subdistrict,YE220328,Aal Mashyakh
subdistrict,YE220329,Al Qahratayn
subdistrict,YE220330,Al Waqishin
subdistrict,YE220331,Shudhan
subdistrict,YE220332,Bani Khawli
subdistrict,YE220333,Jalha'a
subdistrict,YE220421,Ar Rahmanin
subdistrict,YE220422,Wald Amir
subdistrict,YE220423,Dhawi Mohammad
subdistrict,YE220424,Ar Rub'ayn
subdistrict,YE220521,Ghumar
subdistrict,YE220522,Bani Rabi'ah
subdistrict,YE220523,Bakil
subdistrict,YE220524,Al Alaa
subdistrict,YE220525,Sha'ban
subdistrict,YE220526,Al Qadalat Ali
subdistrict,YE220527,Al Azhur
subdistrict,YE220528,Aal Otayf
subdistrict,YE220529,Jabal Al Ozd
subdistrict,YE220530,Al Ghur
subdistrict,YE220531,Al Hajlah
subdistrict,YE220532,An Nadhir
subdistrict,YE220533,Burkan
subdistrict,YE220534,Ash Shawariq
subdistrict,YE220535,Bani Al Qum
subdistrict,YE220536,Bani Sabah
subdistrict,YE220621,Al Waqr
subdistrict,YE220622,Al Waqish
subdistrict,YE220721,Adh Dhahir
subdistrict,YE220722,Ghafirah
subdistrict,YE220821,Haydan
subdistrict,YE220822,Zabid Al Jabal
subdistrict,YE220823,Oraymah
subdistrict,YE220824,Zabid Al Wadi
subdistrict,YE220825,Dhwaib Al Olya
subdistrict,YE220826,Maran As Sinwan
subdistrict,YE220827,Maran Wald Ja'shan
subdistrict,YE220828,Maran Wald Yahya
subdistrict,YE220829,Wald Ayish
subdistrict,YE220830,Wald Nuwar
subdistrict,YE220831,Wald Omar (Maran)
subdistrict,YE220832,Dhuayb As Sufla
subdistrict,YE220921,Saqin
subdistrict,YE220922,Erw
subdistrict,YE220923,Al Karb
subdistrict,YE220924,Al Khawalid
subdistrict,YE220925,Al Baydan
subdistrict,YE220926,Bani Sa'd Al Jahuz
subdistrict,YE220927,Sharaf Oraymah
subdistrict,YE220928,Bani Ghurban
subdistrict,YE220929,Wadi Al Hibal
subdistrict,YE220930,Alat Al Ghamr
subdistrict,YE220931,An Naw'ah
subdistrict,YE220932,Wa'ri wa Omri
subdistrict,YE220933,Alat Al Afkhadh
subdistrict,YE220934,Aal Al Qasim
subdistrict,YE220935,Bani Sa'd Arash
subdistrict,YE220936,Bani Was
subdistrict,YE220937,Aal Al Waqish
subdistrict,YE220938,Al Mahrath
subdistrict,YE220939,Aal Yusuf
subdistrict,YE220940,Al Jahrah
subdistrict,YE220941,Nuni wa Wadi Khayr
subdistrict,YE221021,Majz
subdistrict,YE221022,Bani Shunayf
subdistrict,YE221023,Dahyan
subdistrict,YE221024,Bani Suwayd
subdistrict,YE221025,Bani Hudhayfah
subdistrict,YE221026,Wadi Falah
subdistrict,YE221027,Sarrah
subdistrict,YE221028,Alt Ar Rabi'
subdistrict,YE221029,Al Ma'arif
subdistrict,YE221030,Aal Jabir
subdistrict,YE221031,Sahat Wald Omar
subdistrict,YE221032,Bani Obad
subdistrict,YE221121,Al Azqul
subdistrict,YE221122,Bani Owayr
subdistrict,YE221123,Al Hamzat
subdistrict,YE221124,As Sahn
subdistrict,YE221125,At Talh
subdistrict,YE221126,Wald Mas'ud
subdistrict,YE221127,Bani Mu'adh
subdistrict,YE221128,Wadi Alaf
subdistrict,YE221129,Farwah wa Al Mahadhir
subdistrict,YE221221,Nashur
subdistrict,YE221222,Akwan
subdistrict,YE221223,Wadi Madhab
subdistrict,YE221224,Wadi'ah
subdistrict,YE221225,Sharmat
subdistrict,YE221226,Al Miqbab
subdistrict,YE221227,Wald Mas'ud
subdistrict,YE221321,Amlah
subdistrict,YE221322,Al Jafrah
subdistrict,YE221323,Al Aqiq
subdistrict,YE221324,Adhlah
subdistrict,YE221421,Aal Muqbil
subdistrict,YE221422,Amlah Aal Salim
subdistrict,YE221423,Amlah Wa'ilah
subdistrict,YE221424,Wadi Aal Abu Jabarah
subdistrict,YE221425,Al Far'
subdistrict,YE221426,Al Buq'
subdistrict,YE221427,Al Atfin
subdistrict,YE221521,Sa'dah
subdistrict,YE221522,Al Abdin Gharaz
subdistrict,YE230121,Rub' Hamdan
subdistrict,YE230122,Wadi'ah
subdistrict,YE230123,Jusham
subdistrict,YE230124,Bani Mukaram
subdistrict,YE230221,Bani Ali
subdistrict,YE230222,Eyal Abdallah
subdistrict,YE230223,Al Mansur
subdistrict,YE230224,Shakir
subdistrict,YE230225,Bayt Marran
subdistrict,YE230226,Bani Hakam
subdistrict,YE230227,Az Zubayrat
subdistrict,YE230228,Bani Sulayman
subdistrict,YE230229,Habar
subdistrict,YE230230,Zindan
subdistrict,YE230231,Al Khamis
subdistrict,YE230232,Sha'b
subdistrict,YE230233,Ath Thulth
subdistrict,YE230234,Hazm
subdistrict,YE230235,Bani Murah
subdistrict,YE230321,Eyal Sayad
subdistrict,YE230322,Eyal Mansur
subdistrict,YE230323,Al Hanashat
subdistrict,YE230324,Eyal Ghafir
subdistrict,YE230325,Marhabah
subdistrict,YE230421,Eyal Malik
subdistrict,YE230422,Sa'wan
subdistrict,YE230423,Sarif
subdistrict,YE230424,Dhi Marmar
subdistrict,YE230425,Adran
subdistrict,YE230426,Rujam
subdistrict,YE230427,Ash Shurfah
subdistrict,YE230428,Al Abna'a
subdistrict,YE230429,Ar Rawnah
subdistrict,YE230521,Al Hams Al Adani
subdistrict,YE230522,Al Khums Al Khamis
subdistrict,YE230523,Wadi Jubayb
subdistrict,YE230524,Khums Wadi Janah
subdistrict,YE230525,Khums Al Wadi Al Awsat
subdistrict,YE230526,Sarfat Wadjah
subdistrict,YE230527,Anaqah
subdistrict,YE230528,Wadi Al Ajbar
subdistrict,YE230529,Ar Rub' Al Gharbi
subdistrict,YE230530,Ar Rub' Ash Sharqi
subdistrict,YE230531,Al Farwat
subdistrict,YE230532,Qa' Al Habab
subdistrict,YE230621,Rub' Al Abs
subdistrict,YE230622,Wa'lan
subdistrict,YE230623,Ar Rub' Ash Sharqi
subdistrict,YE230624,Rub' Awlad Hasan
subdistrict,YE230721,Bani Qays
subdistrict,YE230722,Diyan
subdistrict,YE230723,Jabal An Nabi Shu'ib
subdistrict,YE230724,Al Arus
subdistrict,YE230725,Janb
subdistrict,YE230726,Bani Ar Ra'i
subdistrict,YE230727,Shihab Al Asfal
subdistrict,YE230728,Shihab Al A'la
subdistrict,YE230729,Al Hadab
subdistrict,YE230730,Ath Thulth
subdistrict,YE230731,Al Barawiyah
subdistrict,YE230732,Bani Sur
subdistrict,YE230733,Hazzat Sahman
subdistrict,YE230734,Baqlan
subdistrict,YE230821,Al Hadab
subdistrict,YE230822,Bani Amr
subdistrict,YE230823,Bani As Sayagh
subdistrict,YE230824,Al Ahbub
subdistrict,YE230825,Al Jid'an
subdistrict,YE230826,Bani Mihalhal
subdistrict,YE230827,Bilad Al Qaba'il
subdistrict,YE230828,Bani An Nimri
subdistrict,YE230829,Bani Yusuf
subdistrict,YE230830,Bani Al Hudhayfi
subdistrict,YE230921,Mafhaq
subdistrict,YE230922,Bani Mansur
subdistrict,YE230923,Al A'rush
subdistrict,YE230924,Wahbi
subdistrict,YE230925,As Sufah
subdistrict,YE230926,Bayt Al Ali
subdistrict,YE230927,Al Jahadib
subdistrict,YE230928,Darwan
subdistrict,YE230929,Suhah
subdistrict,YE230930,Yadi'
subdistrict,YE230931,Bani Sulayman
subdistrict,YE230932,Ar Rub'
subdistrict,YE230933,Al Mikhlaf
subdistrict,YE230934,Al Ajz
subdistrict,YE230935,Bayt Ibn Mahdi
subdistrict,YE230936,Bani Bajir
subdistrict,YE230937,Bani Jahdab
subdistrict,YE230938,Bani Mohammad
subdistrict,YE230939,Bani orwah
subdistrict,YE230940,Jahalah
subdistrict,YE230941,As Suds
subdistrict,YE230942,Al Hatab
subdistrict,YE230943,Al Mahyam
subdistrict,YE230944,Al A'mur
subdistrict,YE230945,Bayt Al Jaridi
subdistrict,YE230946,Bani Walid
subdistrict,YE230947,Bani Al Qalam
subdistrict,YE230948,Siham
subdistrict,YE230949,Dabi Siham
subdistrict,YE230950,Bani Furas
subdistrict,YE230951,Bani Shamhan
subdistrict,YE231021,Manakhah
subdistrict,YE231022,Da'wah
subdistrict,YE231023,Bani Hasan wa Husayn
subdistrict,YE231024,Bani Barah
subdistrict,YE231025,Bani Ishaq
subdistrict,YE231026,Bani Isma'il
subdistrict,YE231027,Al Aghmur
subdistrict,YE231028,As Suds wa Bani Ata'a
subdistrict,YE231029,Bani Khattab
subdistrict,YE231030,Al Magharib Al Olya
subdistrict,YE231031,Al Magharib As Sufla
subdistrict,YE231032,Husban
subdistrict,YE231033,Lahab
subdistrict,YE231034,Al Ya'abir
subdistrict,YE231035,Ath Thulth
subdistrict,YE231036,Bani Muqatil
subdistrict,YE231037,Hawzan
subdistrict,YE231038,Masar
subdistrict,YE231121,Matuh
subdistrict,YE231122,Al Magharib
subdistrict,YE231123,Bani Jarban
subdistrict,YE231124,Al Jirwah
subdistrict,YE231125,Bani Ishaq
subdistrict,YE231126,Bani Araf
subdistrict,YE231127,Madwal
subdistrict,YE231128,At Taraf
subdistrict,YE231221,Al A'rush
subdistrict,YE231222,Habab Aal Hantash
subdistrict,YE231223,Bani Shaddad
subdistrict,YE231224,Al Makir Al Laghba'a
subdistrict,YE231321,Bani Siham
subdistrict,YE231322,Bani Jabr
subdistrict,YE231323,Al Sahman
subdistrict,YE231324,Jabal Al Lawz
subdistrict,YE231325,Qarawi At Tyal
subdistrict,YE231421,Bani Dabyan
subdistrict,YE231521,Al Yamaniyah Al Olya
subdistrict,YE231621,Miswar
subdistrict,YE231622,Al Yamaniyah As Sufla
subdistrict,YE231623,Hadar
subdistrict,YE231624,Qarawi
subdistrict,YE231625,Sahman Jihanah
subdistrict,YE240121,Dar Sa'd
subdistrict,YE240221,Ash Shaykh Othman
subdistrict,YE240321,Al Mansurah
subdistrict,YE240421,Al Burayqah
subdistrict,YE240521,At Tawahi
subdistrict,YE240621,Al Mu'alla
subdistrict,YE240721,Sirah
subdistrict,YE240821,Khur Maksar
subdistrict,YE250121,Al Had
subdistrict,YE250221,Lab'us
subdistrict,YE250321,Al Maflahi
subdistrict,YE250421,Yahr
subdistrict,YE250521,Habil Jabr
subdistrict,YE250621,Habil Ar Raydah
subdistrict,YE250721,al Habilin
subdistrict,YE250821,Al Malah
subdistrict,YE250921,Al Musaymir
subdistrict,YE251021,Al Qubaytah
subdistrict,YE251022,Al Yusufayn
subdistrict,YE251023,Al Hajr Hadlan
subdistrict,YE251024,Karish
subdistrict,YE251121,Tur Al Bahah
subdistrict,YE251221,Zurayqat Ash Sham
subdistrict,YE251222,Zurayqat Al Yaman
subdistrict,YE251223,An Najishah
subdistrict,YE251224,Al Abadilah
subdistrict,YE251225,Bu'aymah
subdistrict,YE251226,Al Ka'awish
subdistrict,YE251227,Al Ashahibah
subdistrict,YE251228,Al Akahilah
subdistrict,YE251229,Za'azi'
subdistrict,YE251230,Al Ashbut
subdistrict,YE251231,Al Madjarah
subdistrict,YE251232,Zuqayhah
subdistrict,YE251233,Az Za'imah
subdistrict,YE251234,Al Hunayshah
subdistrict,YE251235,Al Anbuh
subdistrict,YE251236,As Sawalihah
subdistrict,YE251237,Ma'baq
subdistrict,YE251238,As Sud
subdistrict,YE251239,Al Jalilah
subdistrict,YE251240,Al Mukabarah
subdistrict,YE251241,Al Magharimah
subdistrict,YE251242,Al Huwayshah
subdistrict,YE251243,Ad Dahmashah
subdistrict,YE251321,Al Madaribah
subdistrict,YE251322,Al Arah
subdistrict,YE251421,Al Hawtah
subdistrict,YE251521,Al Hawtah
subdistrict,YE260121,Aal Hadhqayn
subdistrict,YE260122,Al Ashraf
subdistrict,YE260123,As Sahari
subdistrict,YE260221,Raghwan
subdistrict,YE260321,Madghal Al Jid'an
subdistrict,YE260421,Bani Amr
subdistrict,YE260422,Bani Sakran
subdistrict,YE260521,Ahl Ali
subdistrict,YE260522,Al Abdah
subdistrict,YE260523,Bani Ma'ud
subdistrict,YE260524,Al Majza'
subdistrict,YE260525,Bani Mohammad
subdistrict,YE260526,Bani Shakir
subdistrict,YE260527,Al Jarida
subdistrict,YE260621,Al Mahjazah
subdistrict,YE260622,Sirwah
subdistrict,YE260623,Arak
subdistrict,YE260721,Al Jadidah
subdistrict,YE260722,Al Jarshah
subdistrict,YE260723,Naja
subdistrict,YE260724,Jabal As Sahl
subdistrict,YE260725,Ya'rah
subdistrict,YE260821,Rahabah
subdistrict,YE260822,Aal Bu'shah
subdistrict,YE260823,Aal Jamil
subdistrict,YE260824,Al Qaradi'ah
subdistrict,YE260825,Aal Ham
subdistrict,YE260921,Aal Mansur
subdistrict,YE260922,At Tabir
subdistrict,YE260923,Sharq As Sih
subdistrict,YE260924,Aal Mudhaffar As Sadarah
subdistrict,YE260925,Al Adi
subdistrict,YE260926,Al Quhaytah
subdistrict,YE260927,Al Ashraf
subdistrict,YE260928,Aal Abu Tuhayf
subdistrict,YE260929,Al Qawim
subdistrict,YE260930,Aal Aqil
subdistrict,YE260931,Jaradha
subdistrict,YE261021,Al Amud Aal Talib
subdistrict,YE261022,Al Qirsh Aal Ahmad
subdistrict,YE261023,Al Arsh
subdistrict,YE261024,Halaqat Aal Husayn
subdistrict,YE261025,Qaniyah
subdistrict,YE261121,Aal Ghanim
subdistrict,YE261122,Aal Ath Thabithi
subdistrict,YE261123,Aal Awad
subdistrict,YE261124,Aal Balghayth wa Lamdhud
subdistrict,YE261125,Aal Az Zabidi
subdistrict,YE261126,Aal As Sa'idi
subdistrict,YE261127,Aal Muqbil
subdistrict,YE261128,Aal Hamran
subdistrict,YE261221,Al Ashraf
subdistrict,YE261321,Aal Jalal
subdistrict,YE261322,Aal Fujayh
subdistrict,YE261323,Aal Rashid Munif
subdistrict,YE261324,Aal Mash'al
subdistrict,YE261325,Aal Qaz'ah
subdistrict,YE261326,Aal Shabwan
subdistrict,YE261421,Jabal Murad
subdistrict,YE270121,Shibam
subdistrict,YE270122,Dila' Al A'la
subdistrict,YE270123,Al Ahjir
subdistrict,YE270124,Az Zubayrat
subdistrict,YE270221,Al Qasabah
subdistrict,YE270222,Bani Al Khayat
subdistrict,YE270223,Shamat (Hissn Al Makhir)
subdistrict,YE270224,Bani Adh Dhulani
subdistrict,YE270225,Bani Sari
subdistrict,YE270226,La'ah
subdistrict,YE270227,Az Zabih
subdistrict,YE270228,Bani Al Hajjaj
subdistrict,YE270229,Al Gharbi
subdistrict,YE270230,Ad Dula' Al Asfal
subdistrict,YE270321,Ar Rujum
subdistrict,YE270322,Bani Al Mus'ab
subdistrict,YE270323,As Sultan
subdistrict,YE270324,Al Jaradi
subdistrict,YE270325,Al Madani
subdistrict,YE270326,Al Bishari
subdistrict,YE270327,Bani Al Ghudhayfi
subdistrict,YE270328,Bani Al Ghasal
subdistrict,YE270329,Bani Awad
subdistrict,YE270330,Bani As'ad
subdistrict,YE270331,Bani Haytham
subdistrict,YE270332,Al Azaki
subdistrict,YE270333,Ar Rawhani
subdistrict,YE270334,Bani Al Jalabi
subdistrict,YE270335,Ghalib Rubay'i
subdistrict,YE270336,Bani Al Badi
subdistrict,YE270337,Adh Dhari
subdistrict,YE270421,Nimrah
subdistrict,YE270422,Juba'
subdistrict,YE270423,Adh Dhahir
subdistrict,YE270424,Ash Sha'afil Al Olya
subdistrict,YE270425,Ash Sha'afil As Sufla
subdistrict,YE270426,Al Wasitah
subdistrict,YE270427,Adhru'
subdistrict,YE270428,Oban
subdistrict,YE270429,Abs
subdistrict,YE270430,Al Amariyah
subdistrict,YE270431,Bani Imarah
subdistrict,YE270432,Wadi Sumay'
subdistrict,YE270521,Ash Shujaf
subdistrict,YE270522,Ash Shamaryah
subdistrict,YE270523,Ar Rawdah
subdistrict,YE270524,Al Qiblah
subdistrict,YE270525,Al Asafirah
subdistrict,YE270526,Bahish
subdistrict,YE270527,Bani Ali
subdistrict,YE270528,Bani Mulayk
subdistrict,YE270529,Al Ma'azibah
subdistrict,YE270530,Hamdan
subdistrict,YE270531,Habat
subdistrict,YE270532,Al Amariyah
subdistrict,YE270533,Badah
subdistrict,YE270534,Juba'
subdistrict,YE270535,Ash Shamasinah
subdistrict,YE270536,Ash Shi'ab
subdistrict,YE270537,Al Asus
subdistrict,YE270538,Bani Wahb
subdistrict,YE270539,Ash Sharq Al Ghazawinah
subdistrict,YE270540,Bani Al Osayfiri
subdistrict,YE270541,Bani Makar
subdistrict,YE270621,Bani Dahman
subdistrict,YE270622,Al Malahinah
subdistrict,YE270623,Bani Qushb
subdistrict,YE270624,Adh Dhari
subdistrict,YE270625,Bani Ahmad
subdistrict,YE270626,As Sahman Bani Omar
subdistrict,YE270627,Bayt Ash Shama'
subdistrict,YE270628,Humatah
subdistrict,YE270629,Ras Al Ahjul
subdistrict,YE270630,Jabal Nu'man
subdistrict,YE270631,Bani Ma'mun
subdistrict,YE270632,Bani As'ad
subdistrict,YE270721,Al Ja'afirah Ash Sharqi
subdistrict,YE270722,Bani Maqdam
subdistrict,YE270723,Bani Mohammad
subdistrict,YE270724,Bani Al Azraq
subdistrict,YE270725,Bani Shadid
subdistrict,YE270726,Bani Zayd
subdistrict,YE270727,Al Ja'afirah Al Gharbiyah
subdistrict,YE270728,Otmah
subdistrict,YE270729,Al Wahawih
subdistrict,YE270730,Qarn Al Masjid
subdistrict,YE270731,At Tawil
subdistrict,YE270732,Qayhamah
subdistrict,YE270733,Bani Hamadi
subdistrict,YE270734,Dir Ash Sharif
subdistrict,YE270735,Bani Ali
subdistrict,YE270736,Bani Ash Shuwayshi
subdistrict,YE270737,Al Qawazi'ah
subdistrict,YE270738,Bani Saba
subdistrict,YE270739,Ash Shuway'
subdistrict,YE270740,Huwa'
subdistrict,YE270741,Bani Qirat
subdistrict,YE270821,Al Mahwit
subdistrict,YE270921,Al Ahjul
subdistrict,YE270922,Al Arqub
subdistrict,YE270923,Jabal At Taraf
subdistrict,YE270924,Al Wasat
subdistrict,YE270925,Anbar
subdistrict,YE270926,Qiblat Ibn Abdallah
subdistrict,YE270927,Qiblat Khadif
subdistrict,YE270928,Thamir
subdistrict,YE270929,Bayt Al Qahtani
subdistrict,YE270930,Tuhamah
subdistrict,YE270931,Al Hawasilah
subdistrict,YE270932,Bani Al Walid
subdistrict,YE270933,Al Majadil
subdistrict,YE270934,Al Gharbi Al A'la
subdistrict,YE270935,Bani Abjar
subdistrict,YE270936,Al Gharbi Al Asfal
subdistrict,YE270937,Bilad Ghayl
subdistrict,YE280121,Habrut
subdistrict,YE280221,Hat
subdistrict,YE280321,Jadhib
subdistrict,YE280322,Damqut
subdistrict,YE280421,Al Ghaydhah
subdistrict,YE280422,Al Faydami
subdistrict,YE280521,Man'ar
subdistrict,YE280621,Al Masilah
subdistrict,YE280622,Al Ayss
subdistrict,YE280721,Sayhut
subdistrict,YE280722,Etab
subdistrict,YE280821,Qishn
subdistrict,YE280921,Haswin
subdistrict,YE290121,Al Harf
subdistrict,YE290122,Khaywan Al Hamra'a
subdistrict,YE290123,Wadi Adaf
subdistrict,YE290124,Wadi Jawfan wa Hubashah
subdistrict,YE290125,Wadi Ayan
subdistrict,YE290126,Wadi Sufyan
subdistrict,YE290127,Al Hayrah
subdistrict,YE290128,Al Amshiyah
subdistrict,YE290129,As Sawad
subdistrict,YE290130,Wasit
subdistrict,YE290221,Huth
subdistrict,YE290222,Dhu Anash
subdistrict,YE290223,As Sadidah
subdistrict,YE290224,Al Khamri
subdistrict,YE290225,Dhu Eid
subdistrict,YE290226,Kharash
subdistrict,YE290227,Barawish
subdistrict,YE290228,Dhu Ali
subdistrict,YE290229,Dhu Al Qutaysh
subdistrict,YE290230,Dhu Silah
subdistrict,YE290231,Al Ma'amirah
subdistrict,YE290232,Dhi Yabil
subdistrict,YE290233,Khaywan
subdistrict,YE290234,Dhu Elayan
subdistrict,YE290235,Buban
subdistrict,YE290321,Saddan
subdistrict,YE290322,Dhu Khayran
subdistrict,YE290323,Rishan
subdistrict,YE290324,Al Batnah
subdistrict,YE290325,Qaf Dhu Hadyan
subdistrict,YE290326,Qarhad wa Al Fardat
subdistrict,YE290327,Hashif
subdistrict,YE290328,Danan
subdistrict,YE290329,Al Mi'radah wa Al Wasi'
subdistrict,YE290330,Qa'ah
subdistrict,YE290331,As Sawad
subdistrict,YE290421,Al Qaflah
subdistrict,YE290422,Al Gharbi
subdistrict,YE290423,Ash Shat
subdistrict,YE290424,Al Batnah
subdistrict,YE290425,Dhu Ghaythan
subdistrict,YE290521,Shaharah
subdistrict,YE290522,Dhari
subdistrict,YE290523,Sayran Ash Sharqi
subdistrict,YE290524,Sayran Al Gharbi
subdistrict,YE290621,Bani Nasr
subdistrict,YE290622,Bani Awf
subdistrict,YE290623,Bani Nuf
subdistrict,YE290721,Fulayh
subdistrict,YE290722,Adh Dhibah
subdistrict,YE290723,Al Ghanaya
subdistrict,YE290724,Al Ojayrat
subdistrict,YE290725,Ath Thulth
subdistrict,YE290821,Al Khamis Al Wasit
subdistrict,YE290822,Bani Eid
subdistrict,YE290823,Khamis Bani Dahsh
subdistrict,YE290824,Khamis Hajur
subdistrict,YE290921,Sufyan
subdistrict,YE290922,Marhabah
subdistrict,YE290923,Bani Jabr
subdistrict,YE291021,Khamis Al Qudaymi
subdistrict,YE291022,Khamis Al Qayfi
subdistrict,YE291023,Khamis Harmal
subdistrict,YE291024,Khamis Harash
subdistrict,YE291025,Thulth Az Zudi
subdistrict,YE291026,Thulth Dahyan
subdistrict,YE291027,Thulth Al Wasit
subdistrict,YE291028,Khamis Abu Dhibah
subdistrict,YE291121,Dhayfan
subdistrict,YE291122,Raydah
subdistrict,YE291123,Hamdah
subdistrict,YE291124,Ghulah Ajib
subdistrict,YE291221,Ar Rub' Ash Sharqi
subdistrict,YE291222,Eyal Yahya
subdistrict,YE291223,Al Akhum
subdistrict,YE291224,Ath Thulth
subdistrict,YE291225,Eyal Hatim
subdistrict,YE291321,Nashir
subdistrict,YE291322,Otayfah
subdistrict,YE291323,Bani Mansur
subdistrict,YE291324,Ibn Ahkum
subdistrict,YE291421,Bani Hanan wa Al Badu
subdistrict,YE291422,Bilad Janb
subdistrict,YE291423,Bani Talq
subdistrict,YE291424,Ar Rahabayn
subdistrict,YE291425,Al Amrayin
subdistrict,YE291426,Bani Al Harith
subdistrict,YE291427,Al Ojayrat
subdistrict,YE291428,Qatabah
subdistrict,YE291429,Bani Jaysh Al A'la
subdistrict,YE291430,Hamal
subdistrict,YE291431,Bani Jaysh Al Asfal
subdistrict,YE291521,Amran
subdistrict,YE291522,Al Ashmur
subdistrict,YE291621,Jabal Maswar
subdistrict,YE291622,Ar Rughayl
subdistrict,YE291623,Bani Mahdi
subdistrict,YE291624,Eyal Mumar
subdistrict,YE291625,Wadi Eyal Ali
subdistrict,YE291626,Qaylab
subdistrict,YE291627,Bani Jasmar
subdistrict,YE291628,Bani As'ad
subdistrict,YE291629,At Tuham
subdistrict,YE291630,Bani Hur
subdistrict,YE291631,Al Jadm
subdistrict,YE291632,Bani Al Kuraybi
subdistrict,YE291721,Hababah
subdistrict,YE291722,Al Khamis
subdistrict,YE291723,Thula
subdistrict,YE291724,As Sirm
subdistrict,YE291725,Bani Al Abas
subdistrict,YE291726,Al Masani'
subdistrict,YE291821,Khamis Quhal
subdistrict,YE291822,Ar Rayah Al Wusta
subdistrict,YE291823,Bani Hajjaj
subdistrict,YE291824,Bani Abd
