list_name,name,label::english
subdistrict,YE151525,Al Ahyuq
subdistrict,YE151621,Al A'ruq
subdistrict,YE151622,Al Aghabirah
subdistrict,YE151623,Al A'bus
subdistrict,YE151624,Al Athawir
subdistrict,YE151625,Al Ahkum
subdistrict,YE151721,Al Mudhaffar
subdistrict,YE151821,Al Qahirah
subdistrict,YE151921,Salah
subdistrict,YE152021,Ash Sha'banyah As Sufla
subdistrict,YE152022,Ash Sha'banyah Al Olya
subdistrict,YE152023,Al Hashamah
subdistrict,YE152024,Al Haymah As Sufla
subdistrict,YE152025,Al Haymah Al Olya
subdistrict,YE152026,Az Zawaqir
subdistrict,YE152027,Mikhlaf Asfal
subdistrict,YE152028,Al Aj'ud
subdistrict,YE152029,Ad Du'aysah
subdistrict,YE152030,Ash Shuhnah
subdistrict,YE152031,Al Qusaybah
subdistrict,YE152032,Al Masnah
subdistrict,YE152033,Al Ja'di
subdistrict,YE152034,Qiyad
subdistrict,YE152035,Hadhran
subdistrict,YE152036,Ar Rubay'i
subdistrict,YE152037,Al Janadyah Al Olya
subdistrict,YE152038,Al A'mur
subdistrict,YE152039,Al Esrar
subdistrict,YE152040,Al Janadyah As Sufla
subdistrict,YE152121,Al Kala'bah
subdistrict,YE152122,Al Jibzyah
subdistrict,YE152123,As Sanah
subdistrict,YE152124,Al Suwa'a
subdistrict,YE152125,Al Anbuh Al A'la
subdistrict,YE152126,Ash Sh'ubah
subdistrict,YE152127,Al Mashawilah
subdistrict,YE152221,Qadas
subdistrict,YE152222,Al A'lum
subdistrict,YE152223,Bani Hamad
subdistrict,YE152224,Bani Yusuf
subdistrict,YE152225,Bani Abas
subdistrict,YE152226,Akhmur
subdistrict,YE152227,Al Ayfu'
subdistrict,YE152321,Sami'
subdistrict,YE160121,Al Yatamah
subdistrict,YE160122,Ash Sha'f
subdistrict,YE160123,Ar Rayan
subdistrict,YE160124,Wadi Khab
subdistrict,YE160221,Al Humaydat
subdistrict,YE160222,As Salal
subdistrict,YE160223,Al Waghirah
subdistrict,YE160224,Nu'man
subdistrict,YE160321,Hissn Bani Sa'd
subdistrict,YE160322,Aal Shinan Forts
subdistrict,YE160421,Az Zahir
subdistrict,YE160422,As Sa'mum
subdistrict,YE160423,Al Oqdah
subdistrict,YE160424,Al Mabna
subdistrict,YE160425,Suq Ad'am
subdistrict,YE160521,Hamdan
subdistrict,YE160522,Dhu Al Husayn
subdistrict,YE160523,As Sayl
subdistrict,YE160621,Al Mutun
subdistrict,YE160622,Bin Shihab
subdistrict,YE160721,Al Maslub
subdistrict,YE160821,Al Ghayl
subdistrict,YE160921,Ar Rawd
subdistrict,YE161021,Al Anan
subdistrict,YE161022,Dhu Musa
subdistrict,YE161023,Dhu Zayd
subdistrict,YE161024,Rahub
subdistrict,YE161025,Aal Ahmad Bin Kul
subdistrict,YE161026,Al Ma'atirah
subdistrict,YE161027,Aal Salah
subdistrict,YE161028,Aal Duminah
subdistrict,YE161029,Aal Salim
subdistrict,YE161030,Aal Sulayman
subdistrict,YE161121,Rajuzah
subdistrict,YE161122,Al Arin
subdistrict,YE161123,As Sarar
subdistrict,YE161124,Wadi Bani Nawf
subdistrict,YE161125,Dahyah
subdistrict,YE161126,Al Ardyah
subdistrict,YE161127,Al Qirshah
subdistrict,YE161128,Al Maj'lah
subdistrict,YE161129,Al Khash'ah
subdistrict,YE161130,Madajir
subdistrict,YE161131,Al Bihbahah
subdistrict,YE161221,Al Muranah
subdistrict,YE161222,Al Kharab
subdistrict,YE161223,Ash Shu'ara'a
subdistrict,YE161224,Hayjan
subdistrict,YE170121,Azman
subdistrict,YE170122,Dhu Mohammed wa Dhu Husayn
subdistrict,YE170123,Sabran
subdistrict,YE170124,Al Otn
subdistrict,YE170125,Fas
subdistrict,YE170221,Harad
subdistrict,YE170222,Al Atnah
subdistrict,YE170223,Al Faj
subdistrict,YE170224,Ash Shi'ab
subdistrict,YE170225,Bani Al Haddad
subdistrict,YE170321,Bani Midi
subdistrict,YE170322,Bani Al Ati
subdistrict,YE170323,Al Ja'dah
subdistrict,YE170324,Bani Fayd
subdistrict,YE170349,Midi Islands
subdistrict,YE170421,Bani Hasan
subdistrict,YE170422,Bani Thawab
subdistrict,YE170423,Bani Odabi
subdistrict,YE170424,Al Wasat
subdistrict,YE170425,Matwalah
subdistrict,YE170426,Al Bataryah
subdistrict,YE170427,Qa'tabah
subdistrict,YE170521,Ad Dir
subdistrict,YE170522,Bani Fadil
subdistrict,YE170621,Gharb Mustaba'a
subdistrict,YE170622,Sharq Mustaba'a
subdistrict,YE170623,Sharq Mustaba'a Al Aqsa
subdistrict,YE170721,Khamis Al Yazidi
subdistrict,YE170722,Khamis Al Qadi
subdistrict,YE170723,Anhum Ash Sharq
subdistrict,YE170724,Al Himarayin
subdistrict,YE170725,Ahim Bani Shahr
subdistrict,YE170726,Bani Dawud
subdistrict,YE170727,Anhum al Gharb
subdistrict,YE170728,Ahim
subdistrict,YE170729,Al Abisah + Al Abadilah
subdistrict,YE170821,Al Jamimah
subdistrict,YE170822,Khutwat Al Himarayn
subdistrict,YE170823,Baqarah Al Gharbyah
subdistrict,YE170824,Masahir Mur
subdistrict,YE170825,Baqarah Ash Sharqiyah wa Al Wista
subdistrict,YE170826,Wadi Ghamis
subdistrict,YE170827,Dhahai
subdistrict,YE170828,Jafnah
subdistrict,YE170829,Maswya
subdistrict,YE170921,Bani Ka'b
subdistrict,YE170922,Afsar
subdistrict,YE170923,Bani Al Mahdi
subdistrict,YE170924,Nusan
subdistrict,YE170925,Madwam
subdistrict,YE171021,Bani Harbi
subdistrict,YE171022,Bani Abu Hadi wa Al Obad
subdistrict,YE171023,Bani Al Harith
subdistrict,YE171024,Bani Hafidh wa Al Makarimah
subdistrict,YE171121,Ad Dan'i
subdistrict,YE171122,Masruh
subdistrict,YE171123,Bani Hamlah
subdistrict,YE171124,Sharqi Al Khamisin
subdistrict,YE171125,Gharbi Al Khamisin
subdistrict,YE171221,Aslam Al Yemen
subdistrict,YE171222,Aslam Ash Sham
subdistrict,YE171223,Aslam Al Wasat
subdistrict,YE171321,Bani Jil
subdistrict,YE171322,Ad Dan'i
subdistrict,YE171323,Al Mikhlaf
subdistrict,YE171324,Shamrin
subdistrict,YE171421,Jyah
subdistrict,YE171422,Al Juwan wa Al Qatabiyah
subdistrict,YE171423,Bani Ya'mur
subdistrict,YE171424,Bani Falah
subdistrict,YE171425,Bani Yus
subdistrict,YE171521,Al Mahabishah
subdistrict,YE171522,Hajar
subdistrict,YE171523,Al Makhawis
subdistrict,YE171524,Bani Maji'
subdistrict,YE171525,Bani Haydan
subdistrict,YE171621,Al Jabr Al A'la
subdistrict,YE171622,Alkamah
subdistrict,YE171623,Al Jabr Al Asfal
subdistrict,YE171624,Al Jabr Ash Sharqi
subdistrict,YE171721,Wakyah
subdistrict,YE171722,Bani Judilah
subdistrict,YE171723,Nisa
subdistrict,YE171821,Kuhlan
subdistrict,YE171822,Azzan
subdistrict,YE171823,Bani At Tarabi
subdistrict,YE171824,Bani Oshb
subdistrict,YE171825,Qaydan
subdistrict,YE171826,Ad Duqimi
subdistrict,YE171827,Bani Mawhab
subdistrict,YE171828,Afar
subdistrict,YE171921,Sharis Al A'la
subdistrict,YE171922,Sharis Al Asfal
subdistrict,YE171923,Bait Qadam
subdistrict,YE172021,Mabyan
subdistrict,YE172022,Al Jabr
subdistrict,YE172023,Al Adb'ah
subdistrict,YE172024,Bani Okab
subdistrict,YE172025,Bani Ash Shumi
subdistrict,YE172026,Al Marahibah
subdistrict,YE172027,Adh Dhafir
subdistrict,YE172121,Al Amrur
subdistrict,YE172122,Janib Ash Sham
subdistrict,YE172123,Janib Al Yemen
subdistrict,YE172124,Mudikhah
subdistrict,YE172221,Bani Nashr
subdistrict,YE172222,Ath Thulth
subdistrict,YE172223,Suwakh
subdistrict,YE172224,Aslam Nashir
subdistrict,YE172225,As Sakabah wa Al Himarayin
subdistrict,YE172226,Al Gharbi
subdistrict,YE172227,Ku'aydinah
subdistrict,YE172321,Mufrih wa Tafyan
subdistrict,YE172322,Al Omaysi
subdistrict,YE172323,Al Qahtani
subdistrict,YE172324,Wadrah
subdistrict,YE172325,An Nussayri
subdistrict,YE172326,Da'qin wa Al Hinak
subdistrict,YE172421,Rub' Mas'ud
subdistrict,YE172422,Rub' Al Buni
subdistrict,YE172423,Rub' Hafj
subdistrict,YE172424,Rub' Ash Shamri
subdistrict,YE172521,Qal'at Hamid
subdistrict,YE172522,Al Bajalyah
subdistrict,YE172523,Al Muzawitah
subdistrict,YE172524,Ada'id
subdistrict,YE172525,Jabal Ash Shaghadirah
subdistrict,YE172526,Al Ma'tan
subdistrict,YE172527,Dahim
subdistrict,YE172528,As Swalymah
subdistrict,YE172529,Al Hawasilah
subdistrict,YE172530,Al Miswah
subdistrict,YE172621,Qudam
subdistrict,YE172622,Dawas
subdistrict,YE172623,Ash Sharqi
subdistrict,YE172624,Ash Sha'athimah
subdistrict,YE172625,Al Kabah
subdistrict,YE172626,Al Qilah
subdistrict,YE172721,Radman
subdistrict,YE172722,Al Arif
subdistrict,YE172723,Bani Adh Dhuad
subdistrict,YE172724,Jabal Namir
subdistrict,YE172725,Bani Al Qudami
subdistrict,YE172726,Bani Al Awam
subdistrict,YE172727,Bani Ghushaym
subdistrict,YE172728,Qit'at As Surabi
subdistrict,YE172821,Hajjah City
subdistrict,YE172822,Qudam
subdistrict,YE172823,Hamlan
subdistrict,YE172824,Abs
subdistrict,YE172921,Harbah
subdistrict,YE172922,Jabal Ayan
subdistrict,YE172923,Al Mi'mari
subdistrict,YE172924,Bani Ali
subdistrict,YE172925,Al Ghuzi
subdistrict,YE172926,An Nafish
subdistrict,YE172927,Khawlan
subdistrict,YE173021,Da'in
subdistrict,YE173022,Bani Rizq
subdistrict,YE173023,Bani Hani
subdistrict,YE173024,Bani Sa'd
subdistrict,YE173121,Qarrah
subdistrict,YE180121,Az Zuhrah Rub' Al Wadi
subdistrict,YE180122,Al Farantah
subdistrict,YE180123,Rub' Al Wasat
subdistrict,YE180124,Rub' Ash Sham
subdistrict,YE180125,Ar Rub' Ash Sharqi
subdistrict,YE180126,Al Khushm
subdistrict,YE180221,Bani Jami' (Rub' Adyah)
subdistrict,YE180222,Rub' Al Hadrami
subdistrict,YE180223,Rub' Ash Sham
subdistrict,YE180224,Mur wa Rub' Al Wadi
subdistrict,YE180226,Az Za'liyah Rub' As Sam'ali
subdistrict,YE180227,Az Za'liyah Rub' Al Mahjub
subdistrict,YE180228,Rub' Al Maqrani Az Za'liyah
subdistrict,YE180229,Az Za'liyah Rub' Abak
subdistrict,YE180230,Al Bu'jyah
subdistrict,YE180231,Rub' Al Flu
subdistrict,YE180232,Rub' Al Hajn (Bani Jami')
subdistrict,YE180233,Al Khubah
subdistrict,YE180240,Al Luhayah Islands
subdistrict,YE180241,Tikfash Island
subdistrict,YE180247,Zurban Island
subdistrict,YE180248,Adh Dhaha'ir Island
subdistrict,YE180249,Al Jawsak Island
subdistrict,YE180251,Humar Island
subdistrict,YE180253,Al Kus Island
subdistrict,YE180254,Al Kus As Saghir Island
subdistrict,YE180255,Al Kutama Island
subdistrict,YE180256,Al Maswadak Island
subdistrict,YE180257,Kadman As Saghir Island
subdistrict,YE180258,Kadman Al Kabir Island
subdistrict,YE180259,Rub' Ad Dus
subdistrict,YE180260,Al Mark Island
subdistrict,YE180266,Bahijah Island
subdistrict,YE180267,Fra'yah Island
subdistrict,YE180269,Mukhaydiri Island
subdistrict,YE180270,Yumna Island
subdistrict,YE180271,Anayib Island
subdistrict,YE180272,Labwan Island
subdistrict,YE180273,Antufish Island
subdistrict,YE180277,Duhayrimah Island (Drima)
subdistrict,YE180321,Kamaran Island
subdistrict,YE180323,Jabal At Tayr Island
subdistrict,YE180335,Aqban Kabir Island
subdistrict,YE180336,Al Budhi' Island
subdistrict,YE180421,As Salif
subdistrict,YE180521,Rub' Al Qahm
subdistrict,YE180621,Kasharib
subdistrict,YE180622,Bani Mahdi
subdistrict,YE180623,Al Quzi
subdistrict,YE180624,Al Mahadilah
subdistrict,YE180625,Al Maqa'ishah
subdistrict,YE180721,Az Zaydyah
subdistrict,YE180722,Al Hashabirah
subdistrict,YE180723,Al Quba'yah
subdistrict,YE180724,Al Atawiyah
subdistrict,YE180821,Bani Mohammad
subdistrict,YE180822,Al Mahamidah
subdistrict,YE180823,Bani Al Barah
subdistrict,YE180921,Al Jarabih As Sufla
subdistrict,YE180922,Al Jarabih Al Olya
subdistrict,YE181021,Bajil
subdistrict,YE181022,Al Jumadi
subdistrict,YE181023,Al Khalfiyah
subdistrict,YE181024,Ad Damir
subdistrict,YE181025,Al Hadariyah
subdistrict,YE181121,Al Qit'ah Al Olya
subdistrict,YE181122,Al Qit'ah As Sufla
subdistrict,YE181221,Bilad Ash Sharq
subdistrict,YE181222,Al Khuza'i
subdistrict,YE181223,Al Mawsatah Ash Sharqiyah
subdistrict,YE181224,Al Mawsatah Al Gharbiyah
subdistrict,YE181225,Bani Sulayman
subdistrict,YE181226,Bani Baqi
subdistrict,YE181227,Bilad At Taraf
subdistrict,YE181321,Al Marawi'ah
subdistrict,YE181322,Al Kitabyah wa Al Wa'ariyah
subdistrict,YE181323,Al Qati'
subdistrict,YE181324,Ar Raqabah
subdistrict,YE181325,Ar Rabsah
subdistrict,YE181326,Al Qutamlah
subdistrict,YE181327,Ad Dumaniyah
subdistrict,YE181328,Bani Salah
subdistrict,YE181329,Al Amiriah wa Ad Duhli
subdistrict,YE181330,Al Falafilah
subdistrict,YE181421,Ad Durayhimi
subdistrict,YE181422,Al Manafirah
subdistrict,YE181423,Al Mashaqinah
subdistrict,YE181424,Al Masa'id
subdistrict,YE181425,Al Maghalisah
subdistrict,YE181426,Bani Musa
subdistrict,YE181427,Al Jahbah Al Olya
subdistrict,YE181428,Az Zaraniq
subdistrict,YE181429,Al Jahbah As Sufla
subdistrict,YE181430,Ad Durayhimi
subdistrict,YE181431,Ash Sha'b Island
subdistrict,YE181432,Hajraa Island
subdistrict,YE181521,Ar Ramiyah As Sufla
subdistrict,YE181522,Ar Ramiyah Al Olya
subdistrict,YE181621,Al Manasirah
subdistrict,YE181622,Al Wa'ariyah
subdistrict,YE181721,Bayt Al Faqih
subdistrict,YE181722,Al Mujamalah
subdistrict,YE181723,At Taraf Al Yamani
subdistrict,YE181724,At Taraf Ash Shami
subdistrict,YE181725,Al Amariyah
subdistrict,YE181726,Bani Mohammad wa Al Ma'azibah
subdistrict,YE181727,Bani Maqbul
subdistrict,YE181821,Al Fawahah
subdistrict,YE181822,Al Marir
subdistrict,YE181823,Khanah
subdistrict,YE181824,Al Aqhuz
subdistrict,YE181825,Al Qahra'a
subdistrict,YE181826,Al Asha'ir
subdistrict,YE181827,Mutawafah Olya
subdistrict,YE181828,Ad Dahabishah
subdistrict,YE181829,Dabas
subdistrict,YE181830,Part of Matawifah As Sufla
subdistrict,YE181831,Al Khan
subdistrict,YE181832,Al Farisi
subdistrict,YE181833,Bani Hatim
subdistrict,YE181834,Al Majarin
subdistrict,YE181835,Al Asakirah
subdistrict,YE181836,Al Kawlah
subdistrict,YE181837,An Nadafa
subdistrict,YE181838,Al Mahshur
subdistrict,YE181921,Hays
subdistrict,YE181922,Rub' As Suq
subdistrict,YE181923,Rub' Al Hadrami
subdistrict,YE181924,Rub' Al Mahal
subdistrict,YE182021,Al Khawkhah
subdistrict,YE182022,Dawbalah
subdistrict,YE182023,Al Omaysi
subdistrict,YE182024,Hunaysh Al Kubra Island
subdistrict,YE182025,Hunaysh As Sughra Island
subdistrict,YE182033,Zuqar Island
subdistrict,YE182034,Siyul Hunaysh Island
subdistrict,YE182051,Haykuk Ash Sharqiyah
subdistrict,YE182121,Al Hawak
subdistrict,YE182221,Al Hodeidah
subdistrict,YE182321,Al Hodeidah
subdistrict,YE182421,Zabid
subdistrict,YE182422,Bilad Al Ruqud
subdistrict,YE182423,At Taribah
subdistrict,YE182424,Al Qurshyah As Sufla
subdistrict,YE182425,Al Mahat
subdistrict,YE182426,Al Masawifah
subdistrict,YE182427,Al Badwah
subdistrict,YE182428,Al Qurashyah
subdistrict,YE182429,Bilad As Salamah
subdistrict,YE182430,Al Hami
subdistrict,YE182431,Ash Shabariq
subdistrict,YE182432,Az Zaribah
subdistrict,YE182433,Mahal Ash Shaykh
subdistrict,YE182434,Al Qaryah
subdistrict,YE182435,Al Muqar
subdistrict,YE182436,Al Habil
subdistrict,YE182437,Mahal Al Mubarak
subdistrict,YE182438,Al Murshadyah
subdistrict,YE182521,Al Ma'silah
subdistrict,YE182522,Al Ayadiyah As sufla
subdistrict,YE182523,Ar Rakb
subdistrict,YE182524,Oqba wa Qurat Amir
subdistrict,YE182525,Al Mahariqah
subdistrict,YE182526,Al Abadiyah al Olya
subdistrict,YE182621,At Tuhayta
subdistrict,YE182622,Ar Rawiyah
subdistrict,YE182623,Al Mujahasah
subdistrict,YE182624,Al Maghras
subdistrict,YE182625,Al Matinah
subdistrict,YE182626,Al Qurshyah As Sufla
subdistrict,YE182630,Al Qirsh Island (Al Lakham)
subdistrict,YE190121,Rumah
subdistrict,YE190221,Thamud
subdistrict,YE190321,Al Qaff
subdistrict,YE190421,Zamakh wa Manwakh
subdistrict,YE190521,Hajar As Say'ar
subdistrict,YE190621,Al Abr
subdistrict,YE190721,Al Qatn
subdistrict,YE190722,Wadi Sir
subdistrict,YE190821,Shibam
subdistrict,YE190921,Sah
subdistrict,YE191021,Sayun
subdistrict,YE191121,Tarim
subdistrict,YE191221,As Sawm
subdistrict,YE191321,Ar Raydah wa Qussay'ar
subdistrict,YE191421,Ad Dis
subdistrict,YE191521,Ash Shihr
subdistrict,YE191522,Al Hami
subdistrict,YE191621,Ghayl bin Yamin
subdistrict,YE191721,Ghayl Bawazir
subdistrict,YE191821,Saif
subdistrict,YE191921,Hawrah
subdistrict,YE191922,Wadi Al Ayn
subdistrict,YE192021,Rakhyah
subdistrict,YE192121,Amd
subdistrict,YE192221,Ad Dulay'ah
subdistrict,YE192321,Yab'uth
subdistrict,YE192421,Al Jul
subdistrict,YE192422,As Sadarah
subdistrict,YE192521,Brum
subdistrict,YE192522,Mayfa'
subdistrict,YE192621,Al Mukalla
subdistrict,YE192721,Al Mukalla City
subdistrict,YE192821,Haridah
subdistrict,YE200121,Al Kumaym
subdistrict,YE200122,Tumih
subdistrict,YE200123,Bani Isa
subdistrict,YE200124,Ar Rashdah
subdistrict,YE200125,Nisan
subdistrict,YE200126,Kuman Al Muharraq
subdistrict,YE200127,A'mas Al Jabal
subdistrict,YE200128,Zurajah
subdistrict,YE200129,Bani Qaws
subdistrict,YE200130,Al Malha'a
subdistrict,YE200131,Ash Shabtan
subdistrict,YE200132,Al Abasiyah
subdistrict,YE200133,As Sawad
subdistrict,YE200134,Al Jardah
subdistrict,YE200135,Kalabat Mahdharah
subdistrict,YE200136,Obaydah As sufla
subdistrict,YE200137,Bani Jamil
subdistrict,YE200138,A'mas Ad Dila'
subdistrict,YE200139,Bani Zaydan
subdistrict,YE200140,Bani Isa As Suhayd
subdistrict,YE200141,Thuban
subdistrict,YE200142,Bayt Abu Atif
subdistrict,YE200143,Bani Falah
subdistrict,YE200144,Kuman Sinamah
subdistrict,YE200145,Sublat Bani Bukhayt
subdistrict,YE200146,Bani Hudayjah
subdistrict,YE200147,Obaydah Al Olya
subdistrict,YE200148,An Nassrah
subdistrict,YE200149,Al Maghadyah
subdistrict,YE200221,Al Mawsatah
subdistrict,YE200222,Safl Jahran
subdistrict,YE200223,Al Midraj
subdistrict,YE200224,Elu Jahran
subdistrict,YE200321,Al Adani
subdistrict,YE200322,Sharqi Jabal Ash Sharq
subdistrict,YE200323,Adh Dhuhrah bin Qushib
subdistrict,YE200324,Mikhlaf Al Hada
subdistrict,YE200325,Mikhlaf Qaran
subdistrict,YE200326,Mawsatat Jabal Ash Sharq
subdistrict,YE200327,Qibli Bani Qushayb
subdistrict,YE200328,Bani Rawyah
subdistrict,YE200329,Qarf
subdistrict,YE200330,Maghrabat Bani Al Yamani
subdistrict,YE200331,Al Ma'zabah
subdistrict,YE200332,Dimam
subdistrict,YE200333,Al Humaytah
subdistrict,YE200334,Al Jumayhah
subdistrict,YE200335,Bani Huraysh
subdistrict,YE200336,Al Qarrah
subdistrict,YE200337,Bani As'ad
subdistrict,YE200338,Mawsatat Bani Qushayb
subdistrict,YE200421,Mushik
subdistrict,YE200422,Al Janin Al Aali
subdistrict,YE200423,Al Janin As Safil
subdistrict,YE200424,Hasman
subdistrict,YE200425,Akimat Al Fituh
subdistrict,YE200426,Bayt Al Hajji
subdistrict,YE200427,Shajan
subdistrict,YE200428,Bayt Al Jabri
subdistrict,YE200429,Ma'barah
subdistrict,YE200430,Bani Ofayr
subdistrict,YE200431,Najah
subdistrict,YE200432,Bani Jabr
subdistrict,YE200433,Bani Taybah
subdistrict,YE200434,Bait Nassr
subdistrict,YE200435,Wathan
subdistrict,YE200436,Ash Shu'aybah
subdistrict,YE200437,Bani Duhaym
subdistrict,YE200438,Al Karabah Al Olya
subdistrict,YE200439,Qardan
subdistrict,YE200440,Watih
subdistrict,YE200521,Bani Suwayd
subdistrict,YE200522,Ala Ash Sharqi
subdistrict,YE200523,As Safl
subdistrict,YE200524,Hajarah
subdistrict,YE200525,Bani Ghusayn
subdistrict,YE200526,Rassab
subdistrict,YE200527,Al Mitbabah
subdistrict,YE200528,Ar Rabi'ah
subdistrict,YE200529,Bani Murtad
subdistrict,YE200530,As Safa'a
subdistrict,YE200531,Ali Al Gharbi
subdistrict,YE200532,Ash Shu'ub
subdistrict,YE200533,Al Qu'd
subdistrict,YE200534,An Nasifah
subdistrict,YE200535,Al Hadilah
subdistrict,YE200536,Al Miqranah
subdistrict,YE200537,An Nubatayn
subdistrict,YE200538,Al Qahsah
subdistrict,YE200539,Omar
subdistrict,YE200540,At Tam
subdistrict,YE200541,Huwayz
subdistrict,YE200542,Al Hawadith
subdistrict,YE200543,Ash Shuqr wa Dhulman
subdistrict,YE200544,Al Aqd Al Aali
subdistrict,YE200545,Al Aqd As Safil
subdistrict,YE200546,Tahijir
subdistrict,YE200547,As Salaf
subdistrict,YE200548,Al Muqanza'ah
subdistrict,YE200549,Himyar Abzaz
subdistrict,YE200550,Bani Az Zikri
subdistrict,YE200551,Lakamat Bani Al Jayshi
subdistrict,YE200552,Yafa'ah
subdistrict,YE200553,Ath Thulth
subdistrict,YE200554,Bani Al Bahri
subdistrict,YE200555,Jawfah
subdistrict,YE200556,Adh Dhira'
subdistrict,YE200557,Bani Al Arass
subdistrict,YE200558,Bani Husayn
subdistrict,YE200559,Ash Sharm As Safil
subdistrict,YE200560,Bani Rafi'
subdistrict,YE200561,Ash Sharm Al Aali
subdistrict,YE200562,Rabi'at Bani Bahr
subdistrict,YE200563,Halmah wa Bani Ayub
subdistrict,YE200564,Al Qabl
subdistrict,YE200565,Bani Bu'ayth
subdistrict,YE200566,Bani Abdulsamad
subdistrict,YE200567,Barwah
subdistrict,YE200568,Bani Asad
subdistrict,YE200569,Bani Aywah
subdistrict,YE200570,Al Gharbi wa At Tafn
subdistrict,YE200571,Al Masani'
subdistrict,YE200572,Al Qushab
subdistrict,YE200573,Al Gharbi wa Al Fajrah
subdistrict,YE200574,Ash sharafi
subdistrict,YE200575,Kabirah
subdistrict,YE200576,Dawrah
subdistrict,YE200577,Bani Gharib
subdistrict,YE200621,Bani Al Haddad
subdistrict,YE200622,Ar Rawdah
subdistrict,YE200623,Al Asluh
subdistrict,YE200624,Al Atab
subdistrict,YE200625,Al Hijrah
subdistrict,YE200626,Ash Sharaqi
subdistrict,YE200627,Nu'man
subdistrict,YE200628,Al Jarani
subdistrict,YE200629,Dulaf
subdistrict,YE200630,Al Kalbin
subdistrict,YE200631,Al Qudmah
subdistrict,YE200632,Bahwan
subdistrict,YE200633,Halabah wa Mi'shar
subdistrict,YE200634,Qa'idah
subdistrict,YE200635,Kalah wa Al Ahyam
subdistrict,YE200636,Ijbar Awali
subdistrict,YE200637,Ash Shuraka'a
subdistrict,YE200638,Al Murab'ah
subdistrict,YE200639,As Salul
subdistrict,YE200640,Ad Dayadir
subdistrict,YE200641,Mahzar
subdistrict,YE200642,Ash Sharqi
subdistrict,YE200643,Al Quwati
subdistrict,YE200644,Al Hitari
subdistrict,YE200645,Bani Kindash
subdistrict,YE200646,Al Mawsatah
subdistrict,YE200647,Al Jadlah
subdistrict,YE200648,Dhuhr
subdistrict,YE200649,Al Anin
subdistrict,YE200650,Dhi Hamd
subdistrict,YE200651,Qasht Ruma'
subdistrict,YE200652,Bilad As Sadah
subdistrict,YE200653,Al Manarah
subdistrict,YE200654,Araf
subdistrict,YE200655,Ijbar Sawafil
subdistrict,YE200656,Yaris
subdistrict,YE200657,Bani Kindah
subdistrict,YE200658,Khadman
subdistrict,YE200659,Maghram Al Wasat
subdistrict,YE200660,Al Gharbi Al Aali
subdistrict,YE200661,Al Gharbi As Safil
subdistrict,YE200662,Bani Al Hubayshi
subdistrict,YE200663,Habr
subdistrict,YE200664,As Sayf
subdistrict,YE200665,Dhafran
subdistrict,YE200666,Jabal Matahan
subdistrict,YE200667,Ghaythan
subdistrict,YE200668,Adh Dhahir
subdistrict,YE200669,Sinwah
subdistrict,YE200670,Al Bayadi'
subdistrict,YE200671,Al Kalbayn Al Janubi
subdistrict,YE200672,Arf As Saminah
subdistrict,YE200673,Bani An Namar
subdistrict,YE200674,Al Mahjar
subdistrict,YE200675,Bani Shunayf
subdistrict,YE200676,Al Athluth
subdistrict,YE200677,Ash Shawka'a
subdistrict,YE200678,Bani Al Musanif
subdistrict,YE200679,Al Aj'ud
subdistrict,YE200680,Bani Rabi'ah
subdistrict,YE200681,Himyar
subdistrict,YE200682,Bani Hafs
subdistrict,YE200683,Sharqi Ja'r
subdistrict,YE200684,As Sanah
subdistrict,YE200685,Zajid
subdistrict,YE200686,Al Ijbar
subdistrict,YE200687,Sharqi Kabud
subdistrict,YE200688,Gharbi Kabud
subdistrict,YE200689,Sabin wa Ar Ruq'i
subdistrict,YE200690,Al Awl
subdistrict,YE200691,Shajb
subdistrict,YE200692,Bani Al Wa'ali
subdistrict,YE200693,Jabal Khyur
subdistrict,YE200721,Bani Ghushaym
subdistrict,YE200722,Al Ladul
subdistrict,YE200723,Bani Omar
subdistrict,YE200724,Bani Ahmad Al Aali
subdistrict,YE200725,Adh Dhuhrah
subdistrict,YE200726,Bani Hutam
subdistrict,YE200727,Ash Shu'ayb
subdistrict,YE200728,Al Athbut
subdistrict,YE200729,Bani Husam
subdistrict,YE200730,Al Ajraf
subdistrict,YE200731,Al Majuhi
subdistrict,YE200732,Bani Ghulays
subdistrict,YE200733,Al Qaraqirah
subdistrict,YE200734,Bani Mazij
subdistrict,YE200735,Talhah
subdistrict,YE200736,Bakhish
subdistrict,YE200737,Bani Lahib
subdistrict,YE200738,Bani Salamah Ash Sharqi
subdistrict,YE200739,Ash Sha'awir wa Ash Shama'ah
subdistrict,YE200740,Bani Abas
subdistrict,YE200741,Bani Abdallah
subdistrict,YE200742,Bani Arif
subdistrict,YE200743,Bani Ahmad As Safil
subdistrict,YE200744,Bani Mohammad
subdistrict,YE200745,Bani Mu'anis
subdistrict,YE200746,Jarban
subdistrict,YE200747,Bani Sawadah
subdistrict,YE200748,Bani salih
subdistrict,YE200749,Bani Sa'id
subdistrict,YE200750,Bani Ali
subdistrict,YE200751,Al Athlath
subdistrict,YE200752,Bani Al Azab wa Al Asalimah
subdistrict,YE200753,Bani Ash Shamakh
subdistrict,YE200754,Bani Ayash
subdistrict,YE200755,Bani Mansur
subdistrict,YE200756,Bayt Al Hay
subdistrict,YE200757,Bani Ar Ramad
subdistrict,YE200758,Al Misbah
